"wine_name","style"
"Brian Carter Cellars 2006 Abracadabra Red Red","Medium-Bodied Red Wines"
"Weibel Family 2012 Patriot Red","Medium-Bodied Red Wines"
"Sketchbook 2012 The Artist Red","Medium-Bodied Red Wines"
"Nivarius 2014 Edición Limitada White","Aromatic White Wines"
"Quadrant 2012 BDX Red","Full-Bodied Red Wines"
"Castello Banfi 2006 Cum Laude Red","Full-Bodied Red Wines"
"Castello del Terriccio 2006 Tassinaia Red","Full-Bodied Red Wines"
"Lagarde 2007 Henry Gran Guarda No. 1 Red","Full-Bodied Red Wines"
"Rocca delle Macìe 2007 Roccato Red","Medium-Bodied Red Wines"
"Ruffino 2005 Romitorio di Santedame Red","Medium-Bodied Red Wines"
"Boscarelli 2006 Red","Medium-Bodied Red Wines"
"Joan Simó 2006 Les Eres Especial dels Carners Red","Full-Bodied Red Wines"
"Máté 2006 Albatro Red","Full-Bodied Red Wines"
"Ànima Negra 2006 Àn Red","Full-Bodied Red Wines"
"Borsao 2009 Red","Medium-Bodied Red Wines"
"Caccia al Piano 1868 2008 Ruith Hora","Full-Bodied Red Wines"
"Campo al Mare 2007 Baia al Vento","Full-Bodied Red Wines"
"Pago de Carraovejas 2014 Crianza","Full-Bodied Red Wines"
"Vall Llach 2010 Mas de la Rosa Red","Full-Bodied Red Wines"
"Mas d'en Gil 2009 Clos Fontà Red","Full-Bodied Red Wines"
"Santa Sofia 2011 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Col Solare 2013 Red","Full-Bodied Red Wines"
"Pasqua 2006 Famiglia Pasqua Riserva","Full-Bodied Red Wines"
"San Rustico 2011 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Zenaida Cellars 2014 ZC Red","Medium-Bodied Red Wines"
"Bertani 2013 Amarone della Valpolicella Valpantena","Full-Bodied Red Wines"
"Tenuta Rapitalà 2011 Piano Maltese White","Full-Bodied White Wines"
"Worthy 2009 Sophia's Cuvee Red Wine Red","Full-Bodied Red Wines"
"Feudo di Santa Tresa 2010 Cerasuolo di Vittoria Classico","Medium-Bodied Red Wines"
"Gérard Bertrand 2011 Cigalus White","Full-Bodied White Wines"
"Lapostolle 2011 Canto de Apalta Red","Full-Bodied Red Wines"
"Juxtapoz 2012 Red","Medium-Bodied Red Wines"
"Poggio di Bortolone 2011 Para Para","Medium-Bodied Red Wines"
"Barone Montalto 2013 Grillo-Sauvignon White","Aromatic White Wines"
"Les Bourgeois 2011 La Belle Semi Dry White","Light-Bodied White Wines"
"Naggiar 2010 Mistero Red","Medium-Bodied Red Wines"
"Bodegas Medina 2011 Jaloco Joven Red","Medium-Bodied Red Wines"
"Hacienda del Carche 2013 Cepas Viejas Red","Medium-Bodied Red Wines"
"Telmo Rodríguez 2015 Basa White","Aromatic White Wines"
"Ernie Els 2014 Cape Winemakers Guild CWG Red","Full-Bodied Red Wines"
"Simonsig 2015 Cape Winemakers Guild Mediterraneo White","Full-Bodied White Wines"
"The Drift 2014 Cape Winemakers Guild Kindred Shiraz-Malbec-Barbera Red","Full-Bodied Red Wines"
"Rust en Vrede 2013 Cape Winemakers Guild CWG Auction Estate Red","Full-Bodied Red Wines"
"Neil Ellis 2013 Cape Winemakers Guild Insignium Red","Full-Bodied Red Wines"
"Seven Daughters NV Winemakers Blend White","Light-Bodied White Wines"
"Francesc Sanchez Bas 2008 Blanc de Montsalvat White","Full-Bodied White Wines"
"Matthiasson 2014 White","Light-Bodied White Wines"
"Bodegas Luzón 2007 Portú Red","Medium-Bodied Red Wines"
"Carlisle 2008 Two Acres Red","Full-Bodied Red Wines"
"Tildio 2005 SBW Red Wine Red","Medium-Bodied Red Wines"
"Gunter Triebaumer 2006 Trie Red","Medium-Bodied Red Wines"
"Valdelainos 2007 White","Aromatic White Wines"
"Pavlou-Kagas 2005 Kappa P62 Red","Medium-Bodied Red Wines"
"Latah Creek NV Vinosity Red","Medium-Bodied Red Wines"
"San Juan Vineyards 2008 Red Red","Medium-Bodied Red Wines"
"Piccini 2008 Riserva","Full-Bodied Red Wines"
"Pisoni 2012 San Siro Bianco White","Light-Bodied White Wines"
"Masi Tupungato 2008 Paso Doble Malbec-Corvina Red","Full-Bodied Red Wines"
"Leone de Castris 2010 Donna Lisa Riserva Red","Medium-Bodied Red Wines"
"Telaya 2011 Turas Red","Full-Bodied Red Wines"
"Münzenrieder 2012 Mavie Red","Medium-Bodied Red Wines"
"Castello d'Albola 2012 Riserva","Full-Bodied Red Wines"
"Castello di Monsanto 2011 Il Poggio Riserva","Full-Bodied Red Wines"
"Odfjell 2011 Aliara Red","Medium-Bodied Red Wines"
"Lorenzi Estate 2011 Alpha Red","Full-Bodied Red Wines"
"Luiano 2012 Gran Selezione","Full-Bodied Red Wines"
"Château Potelle 2007 Explorer The Illegitimate VGS Red","Full-Bodied Red Wines"
"Dominio de Eguren 2014 Protocolo White","Light-Bodied White Wines"
"Albet I Noya 2013 Petit Albet White","Aromatic White Wines"
"Garbó 2013 Negre Red","Medium-Bodied Red Wines"
"Ochoa 2014 Viura-Chardonnay White","Full-Bodied White Wines"
"Bota Box 2012 RedVolution Red","Medium-Bodied Red Wines"
"Cristiari 2012 White","Light-Bodied White Wines"
"Caracol Serrano 2012 Tinto Monastrell-Syrah-Cabernet Sauvignon Red","Full-Bodied Red Wines"
"Hélène Garcin 2003 Poesia Red","Medium-Bodied Red Wines"
"The Girls in the Vineyard 2014 The Field Blend Windmill Vineyard White","Aromatic White Wines"
"Guicciardini Strozzi 2006 Vignarè","Full-Bodied Red Wines"
"Tenuta Monteti 2006 Monteti Red","Full-Bodied Red Wines"
"Tenute di Vaira 2008 Bolgherese","Full-Bodied Red Wines"
"Collazzi 2006 Red","Medium-Bodied Red Wines"
"Donna Olimpia 1898 2008 Millepassi","Full-Bodied Red Wines"
"Antonino Tringali-Casanuova 2010 Casa al Piano","Medium-Bodied Red Wines"
"Binyamina 2009 The Chosen Diamond Red","Full-Bodied Red Wines"
"Collemassari 2011 Podere Grattamacco","Full-Bodied Red Wines"
"Fattoria Mantellassi 2007 Le Sentinelle Riserva","Full-Bodied Red Wines"
"Sada 2008 Baldoro Red","Medium-Bodied Red Wines"
"Cantalici L'Antica Fornace di Ridolfo 2008 Tangano Red","Medium-Bodied Red Wines"
"Ceralti 2011 Lunarae White","Light-Bodied White Wines"
"Tenute Sella 2009 I Porfidi","Full-Bodied Red Wines"
"Kuleto Estate 2013 Frog Prince Red","Full-Bodied Red Wines"
"Tenuta San Guido 2012 Sassicaia","Full-Bodied Red Wines"
"Marchesi Antinori 2012 Solaia Red","Full-Bodied Red Wines"
"Loriñon 2014 White","Full-Bodied White Wines"
"Ancient Peaks 2010 Renegade Margarita Vineyard Red","Medium-Bodied Red Wines"
"Diadema 2010 Diadema Red","Medium-Bodied Red Wines"
"Flechas de los Andes 2006 Gran Corte Red","Full-Bodied Red Wines"
"Hans Igler 2005 Vulcano Red","Medium-Bodied Red Wines"
"Benessere 2012 Phenomenon Estate Red","Full-Bodied Red Wines"
"Elena Walch 2011 Kermesse Cuvée Red","Medium-Bodied Red Wines"
"Juan de Juanes 2013 Vendimia Oro Red","Medium-Bodied Red Wines"
"Gunter Triebaumer 2016 Trie Weiss White","Light-Bodied White Wines"
"Northstar 2010 Stella Maris Red","Full-Bodied Red Wines"
"Castello di Amorosa 2010 La Castellana Red","Full-Bodied Red Wines"
"Longboard 2010 Point Break Red","Medium-Bodied Red Wines"
"A.S. Kiken 2009 Estate Red","Full-Bodied Red Wines"
"Atwater 2009 Riewürz White","Aromatic White Wines"
"Baglio del Cristo di Campobello 2009 C'D'C' White","Light-Bodied White Wines"
"Baglio del Cristo di Campobello 2010 C'D'C' Red","Medium-Bodied Red Wines"
"Carlotta 2009 AD Red","Medium-Bodied Red Wines"
"Bodegas Luzón 2011 Luzón Crianza Selección 12 Meses Red","Full-Bodied Red Wines"
"Donna Olimpia 1898 2012 Bolgheri","Full-Bodied Red Wines"
"Campo alla Sughera 2011 Adeo","Medium-Bodied Red Wines"
"Cantina di Soave 2010 Cadis","Medium-Bodied Red Wines"
"Cantine Benedetti 2008 Croce del Gal","Medium-Bodied Red Wines"
"Albino Armani 2010 Valpolicella Ripasso","Medium-Bodied Red Wines"
"Alexandria Nicole 2010 Destiny Estate Grown Destiny Ridge Vineyards Red","Full-Bodied Red Wines"
"Bodega de Edgar 2010 Toro de Paso Red","Full-Bodied Red Wines"
"Brander 2009 Bouchet Red","Medium-Bodied Red Wines"
"Ca' Rugate 2009 Amarone della Valpolicella","Full-Bodied Red Wines"
"Domaine Chiroulet 2012 Terres Blanches White","Aromatic White Wines"
"Giuseppe Lonardi 2009 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Villa Monteleone 2009 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Renieri 2008 Invetro Red","Full-Bodied Red Wines"
"Terre di Fiori 2008 Monteregio di Massa Marittima","Medium-Bodied Red Wines"
"Torrenera 2006 Red","Full-Bodied Red Wines"
"Altesino 2008 Rosso Red","Medium-Bodied Red Wines"
"I Sodi 2008 Vin Santo del Chianti Classico","Dessert & Fortified Wines"
"Volpaia 2004 Vin Santo del Chianti Classico","Dessert & Fortified Wines"
"Rocky Hill 2007 Richard Dinner Vineyards Red","Full-Bodied Red Wines"
"McManis 2014 North Forty Red","Medium-Bodied Red Wines"
"Pieropan 2013 La Rocca","Aromatic White Wines"
"Aperture 2013 Red","Medium-Bodied Red Wines"
"Fielding Hills 2010 Tribute RiverBend Vineyard Red","Full-Bodied Red Wines"
"Flam 2012 Unoaked Blanc White","Light-Bodied White Wines"
"Boekenhoutskloof 2010 The Wolftrap Viognier-Chenin Blanc-Grenache Blanc White","Full-Bodied White Wines"
"Kayra 2006 Imperial Red","Medium-Bodied Red Wines"
"Statti 2008 Arvino Red","Medium-Bodied Red Wines"
"Farnese 2008 Edizione Cinque Autoctoni Red","Full-Bodied Red Wines"
"Fazi Battaglia 2006 Passo del Lupo Riserva","Full-Bodied Red Wines"
"Quinta da Lagoalva de Cima 2010 Late Harvest White","Dessert & Fortified Wines"
"Kiamie 2005 Kiamie Kuvée Red","Full-Bodied Red Wines"
"Orbelus 2012 Hrumki Melnik 55 Mourvèdre Marselan Red","Medium-Bodied Red Wines"
"Patria 2016 Femina","Full-Bodied Red Wines"
"Canneto 2010 Riserva","Full-Bodied Red Wines"
"Tenuta di Castellaro 2011 Nero Ossidiana Red","Full-Bodied Red Wines"
"Terre del Principe 2012 Castello delle Femmine Red","Full-Bodied Red Wines"
"Tenuta Monteti 2011 Caburnio Red","Full-Bodied Red Wines"
"Tenuta San Guido 2012 Guidalberto Red","Full-Bodied Red Wines"
"Marchesi de' Frescobaldi 2011 Mormoreto Red","Full-Bodied Red Wines"
"Joan D'Anguera 2012 Bugader Red","Medium-Bodied Red Wines"
"Domaine Rotier 2013 Renaissance White","Light-Bodied White Wines"
"Volpaia 2010 Balifico Red","Full-Bodied Red Wines"
"Venteux 2006 Raucous Red","Medium-Bodied Red Wines"
"Rivera 2006 Rupìcolo Red","Medium-Bodied Red Wines"
"Palamà 2007 Metiusco Red","Full-Bodied Red Wines"
"Le Macchiole 2011 Rosso","Full-Bodied Red Wines"
"Tenuta San Guido 2011 Le Difese Red","Medium-Bodied Red Wines"
"Ca' Marcanda 2011 Promis Red","Medium-Bodied Red Wines"
"Troon 2014 Longue Carabine White","Aromatic White Wines"
"Helix by Reininger 2004 Pomatia Red","Full-Bodied Red Wines"
"Stemilt Creek 2004 Stemilt Hill Red Wine Red","Full-Bodied Red Wines"
"Château Revelette 2006 White","Full-Bodied White Wines"
"Bolla 2013 Tufaie","Full-Bodied White Wines"
"Caldaro 2012 Pfarrhof Lago di Caldaro Classico Superiore Red","Medium-Bodied Red Wines"
"Celler Piñol 2009 Mather Teresina Red","Full-Bodied Red Wines"
"Jordi Miró 2012 Ennak+ Red","Full-Bodied Red Wines"
"Domaine Houchart 2006 Red","Full-Bodied Red Wines"
"Mocali 2009 Fossetti White","Light-Bodied White Wines"
"Mocali 2008 Fossetti Red","Medium-Bodied Red Wines"
"Novy 2008 Four Mile Creek Red","Full-Bodied Red Wines"
"Mancura 2012 Gran Reserva Red","Full-Bodied Red Wines"
"Three of Cups 2013 Le Chariot Red","Medium-Bodied Red Wines"
"Ivory and Burt 2013 Red","Medium-Bodied Red Wines"
"Naggiar 2014 Vino Bianco White","Aromatic White Wines"
"Thousand Islands Winery NV Saint Lawrence Red","Medium-Bodied Red Wines"
"Chime NV Schatz Family Vineyard Red","Medium-Bodied Red Wines"
"L. Tramier & Fils NV Roncier Red","Medium-Bodied Red Wines"
"Marichal 2013 Reserve Collection Red","Full-Bodied Red Wines"
"Trapiche 2012 Extravaganza Red","Full-Bodied Red Wines"
"Lost Creek 2011 Genesis Red","Medium-Bodied Red Wines"
"Trivento 2012 Cabernet-Malbec Reserve Red","Full-Bodied Red Wines"
"Destro 2012 Nausìca White","Aromatic White Wines"
"Gracciano della Seta 2013 Rosso di Montepulciano","Full-Bodied Red Wines"
"Zerran 2012 Red","Medium-Bodied Red Wines"
"Cave du Marmandais 2010 Richard 1er Red","Medium-Bodied Red Wines"
"Renwood 2013 Grandmere Red","Medium-Bodied Red Wines"
"Ancient Peaks 2012 Oyster Ridge Red","Full-Bodied Red Wines"
"Fuentes 2010 Finca El Puig Red","Medium-Bodied Red Wines"
"Rocca delle Macìe 2012 Famiglia Zingarelli Riserva","Full-Bodied Red Wines"
"Terrabianca 2011 Croce Riserva","Full-Bodied Red Wines"
"Cavatappi 2012 San Pietro Tuscan Style Red","Medium-Bodied Red Wines"
"ZaHa 2014 Toko Vineyard El Corte Red","Full-Bodied Red Wines"
"Marqués de Cáceres 2007 Satinela Medium-Sweet White","Dessert & Fortified Wines"
"The Big Red Monster NV Red","Full-Bodied Red Wines"
"Magistrate 2010 Restitution Red","Medium-Bodied Red Wines"
"Martinez & Martinez 2008 César Red","Medium-Bodied Red Wines"
"Rocca di Frassinello 2005 Poggio alla Guardia","Full-Bodied Red Wines"
"Palazzo 2003 Alcineo Red","Full-Bodied Red Wines"
"Podere Guado al Melo 2004 Jassarte Red","Medium-Bodied Red Wines"
"Rocca di Frassinello 2004 Poggio alla Guardia","Full-Bodied Red Wines"
"Tenuta di Biserno 2006 Insoglio del Cinghiale Red","Full-Bodied Red Wines"
"Tenuta di Ghizzano 2005 Il Ghizzano Red","Full-Bodied Red Wines"
"Il Palazzone 2005 Lorenzo & Isabelle Red","Full-Bodied Red Wines"
"Le Grascete 2004 Le Grascete","Medium-Bodied Red Wines"
"Bodegas Concavins 2006 Proyecto Cu4tro Blanco White","Aromatic White Wines"
"Cinder 2012 Cabernet Sauvignon-Malbec-Merlot Red","Full-Bodied Red Wines"
"Monterebro 2012 Crianza Red","Medium-Bodied Red Wines"
"Dominio de Eguren 2009 Protocolo Blanco White","Light-Bodied White Wines"
"Spotted Owl 2008 Mountain Cuvee Red","Medium-Bodied Red Wines"
"The Williamsburg Winery 2014 Four Barrel Cuvée Red","Medium-Bodied Red Wines"
"Vinilo 2015 Ruido Blanco White","Aromatic White Wines"
"Mirù 2007 Ghemme","Medium-Bodied Red Wines"
"Costantino 2013 DeAetna Bianco","Aromatic White Wines"
"Girolamo Russo 2013 Nerina Bianco","Aromatic White Wines"
"Fabbioli Cellars 2012 Tre Sorélle Red","Medium-Bodied Red Wines"
"Cottanera 2011 Fatagione Red","Full-Bodied Red Wines"
"I Custodi 2012 Ante Bianco","Aromatic White Wines"
"L'Aventure 2001 Optimus Red","Full-Bodied Red Wines"
"Agricola Punica 2009 Barrua Red","Full-Bodied Red Wines"
"Buoncristiani 2008 O.P.C. 10th Anniversary Red","Full-Bodied Red Wines"
"Desert Wind 2010 Ruah Red","Full-Bodied Red Wines"
"Château Lecusse 2009 Grappes d'Or Red","Medium-Bodied Red Wines"
"Duemani 2006 Altrovino Red","Full-Bodied Red Wines"
"Producteurs Plaimont 2006 Château de Sabazan","Medium-Bodied Red Wines"
"Tenuta di Trecciano 2006 Daniello Red","Medium-Bodied Red Wines"
"Fornacelle 2008 Zizzolo","Medium-Bodied Red Wines"
"Le Grascete 2007 Bolgheri","Medium-Bodied Red Wines"
"Leopoldo I di Toscana 2006 D'Unico Red","Medium-Bodied Red Wines"
"Netzl 2013 Cuvée Red","Medium-Bodied Red Wines"
"Lieubeau 2015 La Fruitière Vignes Blanches White","Aromatic White Wines"
"Qupé 2015 A Modern White","Aromatic White Wines"
"Aidura 2014 White","Aromatic White Wines"
"Rosa d'Oro 2012 Trigrammaton Red","Medium-Bodied Red Wines"
"Domaine Schoffit 2012 Vieilles Vignes White","Full-Bodied White Wines"
"Santa Ema 2011 Catalina Red","Medium-Bodied Red Wines"
"Santa Ema 2012 Amplus One Red","Full-Bodied Red Wines"
"Kontos 2013 Gossamer White","Aromatic White Wines"
"Crushed 2010 Red","Medium-Bodied Red Wines"
"Junta 2010 Escalera Red","Medium-Bodied Red Wines"
"Don Tony Perez 2011 Limited Edition Red","Full-Bodied Red Wines"
"Fazeli Cellars 2012 Pandemonium Red","Medium-Bodied Red Wines"
"Cusumano 2007 Angimbé White","Aromatic White Wines"
"Pomum 2005 Shya Red Wine Red","Medium-Bodied Red Wines"
"Principe di Corleone 2007 Giada White","Aromatic White Wines"
"Six Prong 2004 Red Wine Red","Medium-Bodied Red Wines"
"Angosto 2011 Single Vineyard Red","Full-Bodied Red Wines"
"Hauner 2010 Rosso Antonello Red","Full-Bodied Red Wines"
"Domaine des Terrisses 2015 Rouge Red","Medium-Bodied Red Wines"
"Gianni Tessari 2016 Monte Tenda","Aromatic White Wines"
"Paolo Calì 2013 Cerasuolo di Vittoria Classico","Medium-Bodied Red Wines"
"Producteurs Plaimont 2014 Le Faîte","Medium-Bodied Red Wines"
"Château de Berne 2013 White","Full-Bodied White Wines"
"Agricola Querciabella 2004 Bàtar White","Full-Bodied White Wines"
"Tassi 2004 Aquabona Red","Medium-Bodied Red Wines"
"Agricola Querciabella 2005 Bàtar White","Full-Bodied White Wines"
"Syncline 2005 Subduction Red Red","Full-Bodied Red Wines"
"Casa di Terra 2012 Moreccio","Medium-Bodied Red Wines"
"Marco Abella 2009 Clos Abella Red","Full-Bodied Red Wines"
"Biondi 2011 Cisterna Fuori","Medium-Bodied Red Wines"
"Cantina Valpolicella Negrar 2012 La Tirela","Full-Bodied Red Wines"
"Marchesi Antinori 2013 Riserva","Medium-Bodied Red Wines"
"Gracciano della Seta 2014 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Kriselle 2013 Di'tani Red","Full-Bodied Red Wines"
"Lamole di Lamole 2012 White Label","Medium-Bodied Red Wines"
"Monteraponi 2014 Chianti Classico","Medium-Bodied Red Wines"
"San Felice 2013 Chianti Classico","Medium-Bodied Red Wines"
"Season 2014 Transparency White","Aromatic White Wines"
"Stevens 2011 YesOuiSiJaNdiyo! Red","Full-Bodied Red Wines"
"Val delle Rose 2011 Morellino di Scansano","Medium-Bodied Red Wines"
"La Ciarliana 2012 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Gamache 2005 Boulder Red","Full-Bodied Red Wines"
"Rosenblum 2005 Chateau La Paws Côte du Bone Roan Red","Full-Bodied Red Wines"
"Vixen NV The Villain Red","Full-Bodied Red Wines"
"Lapostolle 2005 Clos Apalta Red","Full-Bodied Red Wines"
"Twisted Oak 2005 The Spaniard Red","Full-Bodied Red Wines"
"Hawk Watch Winery 2008 Synthesis Red","Medium-Bodied Red Wines"
"Ensemble 2010 Red","Medium-Bodied Red Wines"
"Pedroncelli 2010 friends.red Red","Medium-Bodied Red Wines"
"The Crusher 2011 Sugar Beet Ranch Red","Full-Bodied Red Wines"
"Jellybean Wines 2011 Berry Smooth Red","Medium-Bodied Red Wines"
"Olivier Rivière 2015 Pozo Alto","Medium-Bodied Red Wines"
"Pulchella 2014 The Revision Red","Medium-Bodied Red Wines"
"Venge 2005 Scout's Honor Red","Full-Bodied Red Wines"
"Ànima Negra 2004 ÀN/2 Red","Full-Bodied Red Wines"
"Nefarious 2008 The Spinner Red","Medium-Bodied Red Wines"
"Caliterra 2007 Cenit Red","Full-Bodied Red Wines"
"Piccini 2013 Orange","Rosé Wines"
"Cantine Bellini 2011 Riserva","Medium-Bodied Red Wines"
"Fattoria Fibbiano 2012 Casalini","Medium-Bodied Red Wines"
"Vecchia Cantina di Montepulciano 2011 Redi","Full-Bodied Red Wines"
"Donatella Cinelli Colombini 2004 Cenerentola Red","Medium-Bodied Red Wines"
"Castello di Meleto 2004 Rainero Red","Medium-Bodied Red Wines"
"Giovanni Chiappini 2003 Guado dè Gemoli","Full-Bodied Red Wines"
"Michele Satta 2003 Piastraia","Full-Bodied Red Wines"
"Rocca di Frassinello 2004 Maremma","Full-Bodied Red Wines"
"Tenuta di Ghizzano 2003 Veneroso Red","Full-Bodied Red Wines"
"Cipriana 2004 San Martino","Full-Bodied Red Wines"
"Donna Olimpia 1898 2005 Bolgheri","Medium-Bodied Red Wines"
"Castello della Paneretta 2004 Terrine Red","Medium-Bodied Red Wines"
"Poggio Argentiera 2004 Finisterre","Full-Bodied Red Wines"
"Marquis Philips 2000 Sarah's Blend Red","Full-Bodied Red Wines"
"DeLille 2000 Chaleur Estate White","Full-Bodied White Wines"
"O•S Winery 2008 Sheridan Vineyard Ulysses Red Red","Medium-Bodied Red Wines"
"Intipalka 2010 Valle del Sol No 1 Gran Reserva Red","Medium-Bodied Red Wines"
"Materra Cunat Family Vineyards 2011 Cunat Reserve Red","Medium-Bodied Red Wines"
"Bargetto 2011 La Vita Red","Medium-Bodied Red Wines"
"Luna Beberide 2005 Tierras de Luna Red","Medium-Bodied Red Wines"
"Atrea 2012 The Choir White","Aromatic White Wines"
"Príncipe de Viana 2010 Crianza Red","Medium-Bodied Red Wines"
"Tossals 2006 Red","Medium-Bodied Red Wines"
"Scacciadiavoli 2010 Montefalco Rosso","Full-Bodied Red Wines"
"Vie di Romans 2015 Flors di Uis White","Aromatic White Wines"
"MontGras 2008 Quatro Red","Medium-Bodied Red Wines"
"Barberani 2006 Pomaio Villa Monticelli","Full-Bodied White Wines"
"Casale del Giglio 2007 Antinoo White","Aromatic White Wines"
"Feudo Antico 2008 Tullum White","Aromatic White Wines"
"Almquist 2013 Raven's Petit(e) Red","Medium-Bodied Red Wines"
"Ayoub 2013 Mojo Red","Full-Bodied Red Wines"
"Marchesi Antinori 2008 Muffato della Sala White","Dessert & Fortified Wines"
"Di Filippo 2011 Montefalco Rosso","Full-Bodied Red Wines"
"Falesco 2010 Marciliano Red","Medium-Bodied Red Wines"
"Castello di Bolgheri 2009 Bolgheri Superiore","Full-Bodied Red Wines"
"Ferrari Iris e Figli 2009 Bolgheri Superiore","Full-Bodied Red Wines"
"Michele Satta 2009 Piastraia","Full-Bodied Red Wines"
"Collemassari 2009 Riserva","Full-Bodied Red Wines"
"Batzella 2009 Peàn","Full-Bodied Red Wines"
"Cantine Bellini 2013 Mamb-o Dominante Red","Medium-Bodied Red Wines"
"Dalton 2014 20th Anniversary Limited Edition 1/6600 White","Champagne & Sparkling Wines"
